start,end,max_mahal_sq
235443.1942,235443.1942,49.30582914056453
236121.5767,236135.3914,24.93508001849707
237594.8463,237594.8463,41.903724472079766
238332.1849,238332.1849,23.100918061542632
238918.6997,238918.6997,33.01397361262738
239645.1181,239670.7788,242.50066645744002
240867.3568,240867.3568,26.24907686116844
241219.5134,241219.5134,18.821009890511583
242215.4299,242215.4299,150.82197915171434
242601.9275,242601.9275,20.674685956603966
245902.5644,245902.5644,29.36099194611413
247296.2402,247306.8352,76.33868898655363
247616.0877,247616.0877,42.99368806296677
248091.9094,248101.8516,1421.6257300384852
248193.7538,248193.7538,29.9857746563901
248247.2634,248247.2634,20.066828546570793
249025.7356,249025.7356,42.717612386095254
250493.2309,250493.2309,18.505856920382413
250782.088,250782.088,39.908093267518225
251115.9169,251126.2246,74.35612563018346
251260.3071,251260.3071,20.449839067982406
253268.6823,253268.6823,46.63123084454266
253681.9664,253681.9664,49.52544411261286
254442.2468,254442.2468,55.735088940941125
254614.274,254631.4904,207.71278662610743
255867.7411,255867.7411,22.26046447754403
256250.0734,256274.4914,35.83058246997529
256388.37,256388.37,36.18326337073137
256578.3961,256578.3961,19.832648552943787
257007.8797,257031.3197,61.929303317483836
257413.0542,257413.0542,36.2994726606367
271356.485,271356.485,18.689925253661393
273131.1102,273131.1102,27.84052795767726
275092.3694,275111.8464,42.412432686134636
275404.8618,275451.5622,488.63267527864105
277120.2366,277134.8511,137.40663240276862
277165.5682,277165.5682,34.14476930279481
277303.252,277303.252,34.52501692201881
277368.7761,277368.7761,55.590630304815534
277479.7401,277479.7401,36.81549996997704
277545.9395,277545.9395,29.67410739323417
277726.5315,277877.9157,87.98277820180996
277903.8852,277903.8852,41.64814317374523
278788.5287,278788.5287,21.571865766451214
279674.5203,279674.5203,47.69779767654054
280027.3866,280061.2134,36.37509991387752
280717.5173,280717.5173,47.10152088311928
281228.1298,281228.1298,84.83973435946776
281333.9952,281333.9952,33.7908527775626
281779.1623,281805.2094,45.77977597943624
282448.0945,282474.4394,51.8572329556211
282853.3479,282853.3479,50.945320837267786
282935.8704,282935.8704,33.53283767481503
283371.3641,283410.6137,73.5685108081696
283720.3547,283720.3547,36.15782774825894
283901.2141,283901.2141,51.075488646281116
283968.8146,283981.5025,229.67921880852003
284068.6459,284068.6459,32.220359161505314
284328.2812,284328.2812,67.5342621055825
284644.803,284644.803,19.351163206289787
284926.4423,284926.4423,23.878918639372372
285259.1944,285259.1944,51.13249833489787
285377.5366,285377.5366,53.561252130400874
287975.5644,287975.5644,25.40457911827155
288524.8422,288578.1671,258.50281374349265
289303.898,289303.898,38.05224250126866
289606.0457,289606.0457,27.679028117052848
290508.7493,290519.0112,651.1781978426123
290567.7894,290567.7894,77.2512267650727
290605.1854,290605.1854,18.836312779392255
291775.5613,291791.7469,69.37851924362597
292549.7638,292565.9184,37.46702234721041
293572.9222,293572.9222,19.72463896581406
293819.5907,293835.3396,45.668800998253175
296023.5412,296023.5412,19.3320177735469
296089.0314,296089.0314,28.181772997179092
296372.4642,296385.772,54.01917694951715
296782.334,296782.334,20.190409595535346
296893.9128,296921.8037,27.9924974763951
298382.3433,298397.8147,1132.9949675737485
298548.5944,298548.5944,33.303775419372414
298656.8729,298656.8729,18.517928114131745
299134.4308,299170.6628,88.69609988033507
299426.4745,299436.6189,33.349109915258964
299647.1334,299647.1334,21.70627831476765
299830.9544,299845.9294,48.20955892811189
300364.9809,300385.9289,33.75646882770368
301221.861,301221.861,22.138865018623346
303776.0065,303776.0065,23.168107007804903
304797.1172,304797.1172,19.111774008661826
304880.5043,304880.5043,19.3750488071702
306527.2983,306539.1905,44.449069348205164
306809.8977,306809.8977,28.254098450227698
307744.7625,307762.6688,270.36430520985596
309444.5431,309444.5431,18.94333742672579
309538.8394,309596.06,103.26400746006445
310006.5971,310027.7875,54.57397689071847
310272.0961,310283.5238,586.3185528195561
310338.1724,310352.1707,48.7964452776266
310478.6878,310478.6878,53.98430365477806
310754.5328,310754.5328,30.428980393778968
311575.5738,311575.5738,67.10715190752865
311828.4985,311828.4985,20.792914840904324
312336.4539,312353.857,55.39003445136569
312402.901,312402.901,25.904337035145804
312443.8219,312454.4109,32.104830141193204
313042.1674,313051.0081,34.5103197894275
315770.4377,315770.4377,56.89203628835807
315929.9668,316165.3829,62.68975090677816
316227.8165,316227.8165,52.70694782948685
316313.8165,316313.8165,51.45677644410512
316661.7215,316716.4838,70.2047970958249
317231.2493,317231.2493,28.4246999455499
317662.0074,317662.0074,24.924958313416813
318161.1486,318161.1486,31.839783599709865
318328.5353,318342.0306,38.84016862344387
318583.2996,318583.2996,30.47827868406271
319934.4901,319934.4901,25.952971731533612
320284.2429,320435.973,60.72673977993807
320473.8261,320473.8261,20.413247247363067
320518.5519,320536.3944,62.42986418807966
320599.7435,320626.9323,49.50748813760595
320667.5973,320729.1486,82.34052780309767
321238.0708,321250.686,58.90789763980677
321571.8983,321571.8983,23.048456824487083
322383.7194,322383.7194,18.63721028353343
322848.5355,322861.8697,107.69366961851652
323004.9381,323004.9381,22.088606060249315
324440.4423,324459.9867,47.28491216399162
324580.2563,324580.2563,47.510322826839285
324746.7298,324759.7126,57.42733272799092
325242.3188,325257.7584,29.348979241108005
326562.7936,326562.7936,113.532095255699
326783.8489,326783.8489,107.4221729793515
327280.7566,327280.7566,39.45609500347764
327544.713,327544.713,34.59623156043888
331399.1678,331399.1678,37.49400365275182
332032.8478,332048.8873,59.04360005825647
332733.7975,332749.3737,44.908877419754035
333466.5433,333466.5433,30.912331589192977
334131.6056,334154.1638,93.72224739770398
334297.6758,334314.9048,55.6178964369123
336363.5548,336363.5548,28.02340816087881
336555.4741,336593.7181,54.47537295976741
336674.7179,336674.7179,28.995199954934623
337205.1672,337219.8545,31.48113495848509
337255.016,337255.016,40.56999363056991
337689.5234,337689.5234,44.7700485175285
339015.4445,339015.4445,30.20110379924578
340008.8562,340008.8562,24.423898073578027
340274.5777,340274.5777,18.867264307154606
341553.0962,341553.0962,20.19097069577112
341721.1867,341747.3594,296.35606029993625
341958.711,341958.711,20.546867900400397
343227.5514,343227.5514,21.304294650154766
343790.3096,343804.0741,274.3143401819332
344051.3637,344051.3637,39.05874753122369
344749.3009,344749.3009,22.33392071399954
345638.0619,345638.0619,21.34543130508965
347279.6375,347279.6375,20.3352370707825
347375.6072,347391.2484,80.94572425821138
347618.2124,347634.7156,55.33461096174668
347935.7674,347951.4109,44.90407604274592
348503.3515,348522.1442,22.29570405887509
349386.5988,349386.5988,27.69483229077779
350126.0328,350203.9001,68.81341671725832
350846.1738,350878.1263,44.92195537302624
352246.5994,352246.5994,48.47484535373836
353050.0827,353050.0827,20.038760975332398
353183.5242,353183.5242,20.010123060102558
354369.6229,354385.7028,41.228990584321394
354425.1226,354437.3685,186.61420286174945
354489.6987,354521.3131,62.93063572711152
354660.8658,354675.795,39.834219665472574
355016.3796,355016.3796,31.056952372197753
355328.1138,355347.8214,49.515774045724136
355787.5491,355787.5491,118.03072404519494
356022.5533,356022.5533,20.87853309871316
356489.3435,356489.3435,63.59696751864383
356988.4953,357010.1466,39.4081304508199
357304.2066,357316.1575,48.35509444711373
357906.404,357906.404,32.656800286691514
361263.6943,361263.6943,31.44281686098763
361871.1612,361871.1612,46.14161341421725
362657.2741,362657.2741,21.22375366098031
362908.6026,362908.6026,22.575361023865444
362949.3683,362949.3683,18.895942183163854
364107.5365,364107.5365,22.403400831946577
365431.8298,365431.8298,20.58744424827589
366588.0016,366604.3225,44.826578517304704
366646.685,366672.7017,37.58946448820303
366693.9311,366714.605,50.59738798248487
366781.4415,366803.3808,48.82286720481434
366914.558,366922.4813,60.655198635856735
367023.7375,367023.7375,28.000709353773505
367194.5321,367224.5579,35.735753634776046
367339.6484,367351.4992,27.310778885171924
367427.2057,367427.2057,19.53530461712653
367957.5494,367957.5494,43.805384498900125
368774.7144,368793.2403,45.46443012560218
368839.5423,368851.3215,63.6983063203044
368961.1742,368961.1742,35.14940198242867
369541.6234,369564.4651,186.22621989660166
371104.2549,371104.2549,32.719642358494255
372801.4821,372814.1212,36.45947224913133
373428.9896,373455.2982,56.657842588349574
373546.6554,373556.4312,159.203363797002
374201.717,374201.717,22.155439183213414
374547.9191,374560.5648,31.49973783945748
375937.9744,375937.9744,37.69990010117393
376933.1862,376933.1862,29.28135505575718
377846.7271,377864.0816,34.40157735971191
378165.959,378165.959,32.82500815657243
378393.5612,378420.1989,211.6215470732701
378446.3063,378456.2528,62.43738178237809
380261.8965,380261.8965,50.5525146377109
380287.9423,380287.9423,35.80434113426899
380377.4298,380417.3022,39.49433879704302
380444.8163,380459.8021,67.77052955627941
380492.2573,380577.1462,67.27316013189575
380677.241,380687.542,53.995470703902846
380752.3341,380752.3341,19.40244555611144
380802.035,380802.035,20.241963091862804
381001.4732,381001.4732,73.79442278563708
381373.1154,381398.4316,24.288724070634018
381787.3775,381801.4354,41.29269613412808
382207.8252,382229.3398,79.18627594767975
382438.8592,382466.6976,94.37041905319697
382549.3314,382549.3314,28.181274892530347
382827.826,382827.826,19.017863490253607
383593.195,383643.2001,59.3326055586347
383722.4771,383722.4771,31.1776431334927
383762.8287,383794.2656,193.62800254023836
384166.1436,384166.1436,77.28764935350868
384975.3571,384975.3571,29.60851592207801
390148.0743,390148.0743,19.430852299703393
391297.501,391297.501,25.20970081676363
391669.3016,391702.6973,55.07958423191563
393563.5415,393578.2194,43.125953907431615
393959.2771,393971.6655,40.86679712854876
394869.187,394883.3656,47.86433238437768
395316.0255,395316.0255,37.50785403252029
397639.332,397657.6208,644.7156087214106
398010.5666,398010.5666,22.21675142798605
398411.3977,398423.9097,439.2979696446677
398650.0916,398650.0916,42.757387829694125
400366.4807,400366.4807,21.15519725595535
401146.5189,401146.5189,39.04417113853233
401490.6644,401490.6644,31.141606656927202
402085.882,402085.882,177.24553419139897
402438.0874,402438.0874,78.18717314103831
402830.3099,402830.3099,20.07487622388161
402941.5113,402941.5113,36.54625465402777
402990.1537,402990.1537,21.1658603583009
403131.8465,403131.8465,54.67934893763342
403778.5104,403778.5104,90.8876997988709
404579.8274,404598.2326,113.5963980981096
406998.4255,406998.4255,23.70381603747578
408250.9155,408273.5628,74.9894614345673
408462.9154,408462.9154,112.13724991892754
408868.5639,408868.5639,20.69328512107756
409235.9028,409235.9028,53.263437877559824
409831.4087,409831.4087,50.4187012308157
409960.8007,409985.3595,627.6918937816135
410113.7987,410128.075,68.5956280818885
410453.5385,410512.0332,82.28794543594273
410677.8293,410677.8293,24.285687304422346
412081.4046,412097.998,28.770372457714362
412986.1733,413002.1324,274.536351229914
413449.0517,413485.1703,231.94793460230053
413594.3386,413594.3386,40.23150957718532
413641.2039,413641.2039,26.361092191124033
414074.6186,414074.6186,38.89941944013175
414139.9718,414139.9718,70.3020209138969
417027.7113,417042.8257,37.32867735112378
417879.9072,417879.9072,75.02864881017102
418002.4766,418044.913,478.2540246593433
418102.7131,418156.7175,79.02148641599902
418233.7828,418244.3567,53.285688915306835
418289.5823,418289.5823,18.485167591985338
418701.7352,418719.2079,34.175960014236594
419146.2371,419146.2371,27.16416433509584
419801.1267,419801.1267,45.48731714150049
420550.2294,420550.2294,22.444931511148944
420623.0029,420635.7273,102.40010760247148
422027.3863,422059.1133,44.76376351462832
422238.1848,422238.1848,112.37203114639797
422326.0436,422326.0436,20.44813705423898
422570.3531,422570.3531,33.43229024107311
422815.2083,422815.2083,67.81900587218185
423353.4329,423353.4329,21.191660652050608
424081.9736,424081.9736,33.7800434218715
425677.4139,425701.7404,39.67178506755813
429368.0503,429368.0503,55.25258806708163
429618.812,429618.812,33.69751914333604
429823.7559,429841.5895,58.21665744819994
429925.6936,429941.6732,49.53642644278243
430249.2668,430249.2668,40.28443909805634
430400.9314,430400.9314,51.374540859168874
430487.4312,430487.4312,32.07603698427155
433065.9606,433093.055,240.29299859132692
434285.7623,434285.7623,22.267039770192497
434385.4917,434385.4917,19.096661802261796
435394.298,435394.298,60.8452051983252
435720.5351,435720.5351,35.44790748124584
438684.244,438684.244,19.846917739515703
440074.9568,440114.6801,147.2657865012075
441705.809,441723.3801,475.738869856322
442019.7493,442056.7282,62.45872004996754
442124.8673,442124.8673,70.49044953590888
442179.6739,442179.6739,31.749966206780304
442249.0486,442249.0486,24.622120069708995
442363.8837,442363.8837,23.39870833285924
442451.7899,442464.6222,31.294594092613842
442507.3259,442522.8188,33.586665060663854
442736.4216,442736.4216,42.818334141820145
443037.5926,443063.4588,50.23026652392568
443161.2165,443161.2165,20.71900072122423
443603.3162,443628.557,51.62121451069955
443872.096,443872.096,48.31487340638137
444122.4677,444194.1352,70.19214273682523
444892.0558,444892.0558,24.712596164654904
446425.0831,446425.0831,32.53305947659142
446725.7961,446743.6884,45.44331611503924
447112.0418,447112.0418,47.91670366823897
447584.9717,447601.2992,101.48322356743
450831.9254,450831.9254,19.35822450036474
451469.3144,451469.3144,18.850458832034843
453153.9101,453153.9101,20.46415841508218
457169.0838,457200.5348,37.09595156945477
457657.5154,457657.5154,20.720557159241658
458448.5569,458448.5569,36.65467767409843
458627.0888,458627.0888,45.01836282343451
459015.6548,459032.1753,79.49692420452978
459201.5022,459214.288,38.68115883538987
459975.5561,459975.5561,20.248635951966648
461847.7318,461847.7318,25.09085285030973
462729.6035,462748.9843,310.4949578968614
463751.9201,463764.925,67.20319517124263
463802.2502,463802.2502,31.135543685754584
464703.6774,464715.1269,188.38343046922824
464875.8423,464890.7471,48.08275272599836
465156.6593,465156.6593,57.46553829405245
465583.9506,465604.1155,39.91998003725746
465670.648,465670.648,25.01899295561059
465880.7853,465896.2579,66.12170508369607
466063.3171,466063.3171,20.490009999688468
466271.8054,466271.8054,20.293817492564028
468274.8535,468274.8535,20.49929976668936
468578.6286,468590.5899,22.444166704156505
468918.0006,468918.0006,48.19785032327427
469066.3777,469153.4313,729.6579389966196
469921.6695,469921.6695,75.70498963008015
469965.6286,469965.6286,27.38175872492873
470046.5726,470046.5726,71.20183103225237
470077.0338,470106.3973,72.50030330286702
470126.1006,470155.2173,75.82372314923734
470197.6976,470208.7268,32.39014419857827
470298.9822,470311.3314,137.80355172225632
470616.2508,470616.2508,35.73642774587334
470876.6579,470876.6579,23.192653967082375
471598.9407,471598.9407,27.230505696705624
472080.7845,472080.7845,27.853727225646
472293.318,472306.0525,102.63445938051805
472532.4461,472532.4461,178.61398703919255
473382.4214,473382.4214,19.842582146560346
475824.644,475839.0769,56.03346096419363
477307.4975,477318.8849,53.782103806207765
477487.947,477511.1406,285.05099521891196
477732.1568,477732.1568,23.58869614863752
478065.0677,478065.0677,22.81862206798879
480284.3069,480330.1586,94.62179262999868
480888.8756,480952.7244,76.62342948304645
481239.235,481239.235,32.84928860021523
481565.1693,481565.1693,25.889195202961687
482161.8173,482186.2863,586.7264578493664
482248.0096,482248.0096,24.301936287503512
482678.0077,482714.612,160.84468212067733
482825.2431,482839.5967,312.5162268220248
482886.2705,482886.2705,42.390380954704106
483116.497,483130.3605,80.77650535927631
483196.5715,483196.5715,41.083850316550645
483270.9242,483270.9242,37.72671604478692
483604.0502,483617.4744,38.91342546283498
483994.6179,483994.6179,21.787091576658728
484327.5998,484343.5442,68.43346972891624
484642.307,484642.307,33.223898983860096
486308.3164,486308.3164,83.17927234700132
486764.5488,486764.5488,35.81803709606736
487150.3096,487150.3096,42.389565439252294
487777.8521,487777.8521,27.67128267507402
487906.5426,487906.5426,22.808502521519937
489298.2173,489298.2173,33.423542076741235
489605.7638,489605.7638,32.36560478260371
489724.0045,489724.0045,32.68019784779318
490194.3175,490194.3175,25.120711211617728
490334.5334,490369.0447,249.9048770739971
491684.2156,491684.2156,19.957106787941807
493078.7233,493078.7233,38.31244867854584
493664.284,493664.284,44.63587953485619
495107.5401,495122.1318,82.51396917673863
495275.3204,495287.4945,22.48479749326353
495449.8976,495463.1983,407.4156821634616
495517.6767,495526.6637,60.88246815767775
495553.4385,495553.4385,62.242721795084066
495577.9568,495607.9148,53.63811851357512
495627.5351,495644.5109,53.52200325833289
496225.5708,496225.5708,30.94154980105767
497287.1648,497287.1648,44.75499734506192
497425.8167,497425.8167,19.607877573904
497625.0772,497625.0772,28.883074759512176
498858.2349,498891.2722,53.267805561780094
499189.2443,499189.2443,19.7260189175345
499524.3929,499524.3929,94.16775527785133
500854.8873,500854.8873,30.716274895272782
501713.1689,501725.5874,39.50390488969616
503131.2567,503131.2567,82.51128507300076
503333.946,503345.2889,61.33087887063655
503907.373,503907.373,74.1689413067451
504384.6507,504384.6507,27.734642126184472
504454.7468,504454.7468,38.42919232351718
504583.4273,504583.4273,26.081937164470055
504899.3419,504988.4644,122.31145988277733
505031.6632,505031.6632,64.81135733802137
505066.5143,505066.5143,62.970366540353076
505194.9783,505239.2795,42.77792000397379
505277.9565,505277.9565,38.94576070978706
505847.2416,505847.2416,27.14767856194735
505877.0094,505897.6143,76.07648311305593
506161.2626,506161.2626,32.30543100554695
506295.2424,506295.2424,27.306992053516282
506403.9108,506403.9108,30.275188953265502
506749.2593,506749.2593,23.98648249375725
507899.4223,507931.1401,44.14232645843919
508037.2373,508236.5405,68.70216709309133
508303.5188,508303.5188,23.775077944343014
508340.3982,508340.3982,25.747742215294878
508500.5208,508500.5208,26.570824069539235
508625.6281,508638.717,55.09986075368266
509096.0443,509096.0443,50.93910693388284
509720.4717,509720.4717,23.422713873946012
509964.4105,509964.4105,19.892100453033226
510250.6501,510278.0635,21.399020610877916
510780.3412,510780.3412,64.46300944747065
510948.2064,510948.2064,38.0493882479346
511238.1183,511238.1183,101.49065358141141
512057.8906,512057.8906,39.14540170110428
513272.584,513272.584,60.62584909322558
514598.9038,514636.6947,50.422758675248964
516714.6631,516714.6631,24.072469588571952
518678.067,518678.067,20.60627761923527
519888.0047,519888.0047,89.15688289993403
520861.7145,520861.7145,66.96615838435339
521167.3895,521167.3895,29.962091113684288
521491.7347,521514.389,122.97144370815786
521962.4188,521981.8449,23.78821032961399
522501.0005,522501.0005,105.16138977103638
523447.0664,523461.1798,47.47006181431061
523803.388,523803.388,31.018315713835413
524126.5908,524126.5908,73.0816701780714
524593.3071,524609.3637,83.8673958978054
525036.7186,525036.7186,23.423406185468565
525490.4799,525490.4799,25.05255258298438
526701.2454,526714.3909,211.5525748210625
527053.0668,527053.0668,20.992359057000538
527641.3504,527641.3504,26.51073121286953
528345.4573,528345.4573,41.88942013476938
529300.124,529330.2562,45.495407410660846
529710.704,529710.704,22.85387091054
530621.3206,530621.3206,27.39572300971774
531227.4658,531242.4531,37.911246536444445
531475.4829,531498.4497,98.63190543221712
531555.0041,531590.9537,56.4534275848437
531616.5565,531616.5565,32.67460517745572
531824.5239,531824.5239,21.544356060502476
531939.0964,531964.158,115.089551756293
533135.1138,533135.1138,34.32474803865667
533365.3649,533365.3649,32.86466607958278
533738.3071,533738.3071,27.269838407618387
536377.0207,536377.0207,123.627053171274
538859.7745,538859.7745,22.97413187180348
538910.8114,538910.8114,26.428939881694426
539484.0832,539484.0832,68.79353906908827
539694.3909,539694.3909,22.36265524197013
539757.2768,539767.2814,75.20193127290321
540428.8828,540447.8168,26.845013006031586
540813.3827,540813.3827,37.582210137551584
541373.1252,541431.3184,76.12679567834155
542245.9247,542261.3308,242.82265131404122
542328.8193,542328.8193,25.29483351781852
542350.3608,542350.3608,24.02910026780786
542419.3417,542419.3417,30.625725545440222
542509.5972,542524.8356,44.466150847756175
542629.7053,542647.5376,94.18599922864031
542707.5731,542707.5731,54.052579416464454
542765.2807,542816.1241,161.09158929782063
543015.8985,543063.9781,68.59692004920055
543824.1306,543824.1306,26.696549268416558
545690.4606,545690.4606,63.228894796566074
546670.1406,546698.6922,48.79227852285196
547191.7696,547191.7696,40.08939992507618
547615.3286,547615.3286,29.05465317859669
548922.5244,548922.5244,55.92048431482673
549894.8064,549894.8064,49.61570941563467
549930.7524,549930.7524,31.97319838699832
550279.5862,550279.5862,54.954020278931615
550343.7113,550343.7113,53.507387071317
550515.5184,550530.9777,26.729610946068046
550594.547,550594.547,28.333309731620894
550614.4846,550650.8787,108.07564928228268
550728.4521,550728.4521,47.19452022281801
551126.7943,551126.7943,21.603559978176442
551318.4698,551347.0561,102.46978684667253
551809.8782,551834.2983,74.89137378467682
552994.3974,552994.3974,20.80851914668078
553440.7506,553440.7506,26.88307249330087
553943.2761,553943.2761,26.555094610185648
553977.3478,553977.3478,18.966479792273628
554575.9214,554575.9214,25.33685009430538
555021.0781,555021.0781,23.07857055026338
555534.0054,555534.0054,59.097489762330135
556428.1088,556428.1088,21.26476969530215
557201.157,557201.157,98.01651592164647
557952.8248,557952.8248,22.66467240862441
558234.4076,558234.4076,38.37543934127916
559028.3471,559039.7445,121.66993123105091
559086.209,559086.209,27.2177670479064
559376.347,559386.2872,74.51278101241576
559996.6992,559996.6992,29.011742545332257
560831.7766,560831.7766,97.84486761636408
561027.5584,561027.5584,77.85806494523119
562459.3133,562459.3133,76.03973276382604
562801.3393,562837.5448,193.4255613220206
562883.4334,562896.8066,59.82117026076271
562950.912,562965.2826,61.886298035587714
563168.9287,563210.0242,157.03030721951342
563282.6038,563307.6446,264.50700185710315
563349.5445,563349.5445,29.904539943001385
564005.8016,564024.9425,35.94591341709798
564113.0129,564113.0129,33.7591803509247
564341.4103,564341.4103,82.92505946333756
564462.8355,564483.6661,113.01662041578852
566124.5614,566156.9547,46.96378767982294
566236.967,566285.947,389.11223730423876
566399.3342,566608.3345,542.4918283366259
566827.3795,566842.7458,95.07647366602367
566955.8599,567351.5639,130.05286210455324
567371.8412,567381.8367,262.4484897161647
567404.4556,567404.4556,75.39083380926361
567767.8238,567780.4556,28.82685127751739
568100.3104,568177.1243,114.16128700297848
568204.1362,568241.9095,68.44084294988585
568304.4652,568323.0092,137.74346339342407
568491.0027,568491.0027,32.169568625829115
568543.3628,568543.3628,66.06657658150135
568683.6094,568739.1059,165.55523446079954
569276.206,569300.4486,136.00577553911927
569443.246,569443.246,41.40987711981644
569542.0502,569570.5611,44.86022850447447
569942.5786,569951.8636,96.23486091456863
569981.4859,569981.4859,31.73731842782909
570357.7168,570357.7168,22.13346803644582
570433.5006,570433.5006,35.50487583806489
570857.3251,570881.0623,55.08378164927188
572308.0521,572308.0521,66.8168228067924
572581.5238,572581.5238,24.337073639901508
572905.3668,572905.3668,23.23351825565216
574407.4847,574407.4847,21.33563973687528
575323.8945,575323.8945,31.354472612023798
576185.0827,576185.0827,25.404722897186936
576665.4592,576665.4592,26.439991775414477
579294.1789,579294.1789,64.08293374301662
581612.1403,581612.1403,40.83169681751035
581764.5767,581784.4192,67.71551177752188
582393.308,582393.308,82.57061438242634
584037.8737,584052.3983,48.382573096927956
584563.1235,584563.1235,27.06882792201426
584971.1488,584971.1488,83.69590379066501
585139.3002,585152.0082,66.65120667595039
585717.8279,585717.8279,31.73893817861428
586710.4167,586710.4167,198.92845614788052
587258.2893,587258.2893,42.00200781324722
587501.0541,587512.7875,21.490509814198496
590226.1473,590237.7513,366.12771250873163
590393.232,590393.232,34.891472874205995
590527.2355,590527.2355,18.980862428360275
592219.3622,592248.3237,26.589820591980853
592632.2175,592647.6368,91.21227499195187
