start,end,peak
234946.0181,234946.0181,-0.4907831333059851
235443.1942,235466.5509,-1.2653158291240765
236121.5767,236135.3914,-1.2699718129527513
236912.478,236912.478,-1.7227355346402988
237594.8463,237607.5892,-1.1090868000420544
237741.9263,237741.9263,-1.7947684522237066
238029.6088,238029.6088,-1.9191333709183587
238319.343,238332.1849,-1.495181551632737
238643.1619,238653.3595,-1.4921500004960389
238918.6997,238950.1528,-1.072951819931849
239083.9314,239083.9314,-1.5211845788394303
239401.1004,239401.1004,-1.7956339350778403
239453.3787,239468.5951,-1.5964212154836197
239495.7272,239645.1181,-0.306028849120889
239734.1839,239734.1839,-1.8469449672060028
240164.7708,240164.7708,-1.013880612323347
240377.7667,240377.7667,-1.7025137130969856
240616.96,240616.96,-0.6893808544842812
240836.3293,240836.3293,-1.6350592284328624
240867.3568,240867.3568,-1.240918949684698
240912.043,240927.7849,-0.9799821662783952
241219.5134,241219.5134,-1.271016034117146
241287.5143,241287.5143,-0.9915521234562761
242151.4617,242151.4617,-0.7811247250002487
242215.4299,242215.4299,1.3426718797249075
242294.204,242294.204,-1.3699047970481117
242571.4423,242601.9275,0.6680333190262409
242684.6053,242684.6053,-1.5424332378862011
243333.9406,243333.9406,-1.761602515115186
244740.5784,244740.5784,-1.858440754362467
245627.0455,245627.0455,-1.6991660257190793
245902.5644,245902.5644,-1.2169573160819442
245981.0018,245981.0018,-1.8699115417873802
246261.6077,246261.6077,-1.6283233176336522
246374.8945,246374.8945,-1.835289331630595
246582.7553,246582.7553,-1.511448375191243
246887.2975,246887.2975,-1.8412495239054878
247296.2402,247296.2402,-0.471005193635744
247394.6345,247394.6345,-1.9161233519539524
247589.2103,247637.9709,-0.07206732646587488
247685.2056,247685.2056,0.10959183589890542
247983.5203,248006.5379,-1.7479045142758434
248043.5893,248101.8516,1.8945315410213452
248193.7538,248205.4801,-1.0945678460800856
248247.2634,248261.0041,-1.2792646537506869
248293.5356,248293.5356,-1.8358867724056056
248703.8599,248703.8599,-1.6505434937136294
249025.7356,249044.9196,-1.242397865579676
249510.7012,249510.7012,-1.6325268736401526
249900.1369,249900.1369,-0.5714637624591792
250333.2321,250333.2321,-1.0732560635031234
250493.2309,250493.2309,-1.1985768358717843
250782.088,250782.088,-1.1788451817943086
251115.9169,251115.9169,-0.6501779727325487
251221.4872,251221.4872,-0.12638554990580264
251260.3071,251260.3071,-1.2129312299491501
252138.9724,252138.9724,-1.8176744441413084
252519.5904,252519.5904,-1.0013730333113018
253512.6199,253526.1517,-0.8989591683214917
253657.0927,253681.9664,-1.6967378406075402
253733.9672,253733.9672,-1.8563520112558338
253846.308,253846.308,-1.8084083043065793
253897.9093,253897.9093,-0.5261405949334814
253951.1905,253951.1905,-1.8258465408394966
253991.7984,253991.7984,-0.7695548718336389
254132.7637,254194.7294,-0.8315512648309447
254442.2468,254466.9319,-1.1266808619334274
254614.274,254614.274,-0.7067066241691229
255485.3364,255485.3364,-0.5772976142899784
255867.7411,255867.7411,-1.7749833855041588
255923.8326,255923.8326,-1.808715460458648
256250.0734,256274.4914,-1.1539303233134723
256322.338,256322.338,-0.8972768354543352
256388.37,256388.37,-1.4681295013886884
256578.3961,256578.3961,-1.834699105215917
256608.594,256608.594,-1.7427688111351956
257007.8797,257031.3197,-0.7826499917460178
257215.265,257215.265,-1.865579090750261
257413.0542,257413.0542,-1.1488176739365998
257643.3297,257643.3297,-1.770157235546019
257967.184,257967.184,-1.7037402458325648
258124.2247,258124.2247,-1.0137897136192033
258664.7483,258664.7483,-0.987906954611169
259242.9285,259277.2597,-1.8087739646600343
259307.7081,259366.3913,-1.6930907435568336
259395.1102,259395.1102,-1.8323373160040686
259735.5061,259735.5061,-0.9880209156121502
259857.1973,259857.1973,-0.9726286870107201
260621.1252,260621.1252,-1.026929253984291
260875.7492,260875.7492,-1.0656080048303305
260926.9213,260926.9213,-1.0322303285113685
261123.0641,261123.0641,-1.043192888740076
261196.6069,261196.6069,-1.0536518734755789
261362.2609,261362.2609,-1.0512903433750722
261399.5019,261399.5019,-1.0643551382511252
261680.4048,261680.4048,-0.9833312619484322
261709.3852,261709.3852,-0.9591358760307278
261785.9066,261785.9066,-0.986883529578862
262314.0141,262314.0141,-1.0546332720760363
262842.3217,262842.3217,-1.0475933015390941
263455.5777,263496.6129,-1.05154585979079
264459.4327,264459.4327,-1.8304865535397536
265654.1379,265654.1379,-1.8750097211688332
265996.2685,265996.2685,-1.8662821809330192
266169.4394,266169.4394,-1.010456353401437
266321.2172,266321.2172,-1.0154819830020614
267713.8082,267739.6152,-0.9989630513108341
268270.0331,268270.0331,-1.0440852779565803
269015.3033,269015.3033,-1.0438573282219155
269115.4554,269115.4554,-1.0235606408692557
269357.8024,269357.8024,-1.5323664946586963
269464.0407,269464.0407,-1.0559849783457236
269998.3693,269998.3693,-1.5958547049927385
270128.3486,270128.3486,-0.5295172499889649
270179.4513,270179.4513,-1.0537092494070506
270630.7618,270630.7618,-1.7091842386287475
271337.7136,271337.7136,-1.6460057983769913
271623.5553,271623.5553,-1.8825510704860857
272501.792,272501.792,-0.7547984243934194
273131.1102,273159.1564,-0.1133360691751133
273282.751,273345.2437,0.027707221620213995
273501.7035,273501.7035,-0.6917748010520153
273701.6779,273701.6779,-1.8356456793058205
274121.0038,274134.1873,-1.6209835536316561
274502.8195,274513.8795,-1.4764806540420736
274569.7262,274593.4663,-0.6682411739324972
274751.3142,274762.9127,-1.5314280642230735
275092.3694,275146.3746,-0.9559753011486557
275404.8618,275423.2271,-0.20094739119520388
275463.4371,275463.4371,-1.765796316934945
275598.4301,275598.4301,-0.7608645350527101
276925.9594,276925.9594,-1.1042855224174661
277120.2366,277134.8511,0.8047768475913883
277165.5682,277165.5682,-1.3157852955269564
277209.6986,277209.6986,-0.44354994490043986
277288.2616,277303.252,-1.4635926228964753
277479.7401,277479.7401,-1.4623951380410967
277545.9395,277545.9395,-1.4487495750964483
277726.5315,277770.5748,1.4519791458813185
277795.6102,277877.9157,0.18393791602981313
277903.8852,277903.8852,-1.8678819742190305
277979.6554,277979.6554,-0.5442675177615457
278102.246,278125.8715,-0.14908006295206544
278650.9663,278650.9663,-1.9181657817495157
278862.1574,278862.1574,-1.8728433757689513
279245.469,279245.469,-1.6227999420789778
279404.2794,279404.2794,-1.7547365685883958
279624.8983,279684.5824,0.16062051568754498
280027.3866,280061.2134,-1.5077355674807125
280264.0995,280264.0995,-1.096152541412982
280717.5173,280717.5173,-1.3191215196053259
281228.1298,281240.693,0.9256878061308154
281333.9952,281333.9952,-1.0549488117183152
281485.5161,281485.5161,-0.8950305480777523
281779.1623,281805.2094,-0.887431678959277
281884.1305,281884.1305,-1.6891321230136567
282448.0945,282474.4394,-1.4036787741511731
282818.5138,282818.5138,-0.7174617277676594
282853.3479,282853.3479,-1.3279064607727675
282878.8098,282878.8098,-1.864731148327051
282921.068,282977.4252,0.6299232723702057
283041.1412,283041.1412,0.16976117992592965
283158.2371,283158.2371,-1.8703694339862778
283371.3641,283410.6137,-1.3123927073253019
283830.5292,283830.5292,-1.6528420833524238
283901.2141,283981.5025,0.5480267044649174
284010.0829,284010.0829,-1.4994215105401278
284068.6459,284091.337,-0.9917496719241744
284328.2812,284328.2812,-1.8137215131900608
284644.803,284644.803,-1.74202049930683
284926.4423,284926.4423,-1.6905450986647703
285233.4637,285259.1944,-1.0488028153455158
285309.3672,285363.8332,-0.431570592352581
285409.6735,285409.6735,-1.6756777356956976
285668.6728,285668.6728,-1.6095076011161358
286520.9165,286520.9165,-1.1304339178852496
287957.2085,287975.5644,-1.2631908955997104
288350.2056,288350.2056,-1.6116188025717637
288524.8422,288565.4938,0.877019195413726
288624.8323,288624.8323,-0.6265618602495797
288718.4095,288718.4095,-1.900206089033825
289303.898,289303.898,-1.5153386703883958
289474.4104,289474.4104,-1.898920986009069
289606.0457,289624.1994,-1.3940173461776522
289898.8836,289917.4531,-1.0794558969158166
290359.9999,290359.9999,-1.8440418234090779
290508.7493,290529.6564,1.5421204855043054
290567.7894,290567.7894,-1.8633126536351774
290591.9612,290605.1854,-0.8384635886049305
290635.5428,290635.5428,-1.67028204967794
290669.6782,290669.6782,-1.8158784761926414
291138.3797,291138.3797,-1.8171587159759532
291775.5613,291805.0029,0.45774410748666694
292549.7638,292565.9184,-1.2213211474339276
293215.7776,293215.7776,-1.8840852300015007
293572.9222,293572.9222,-1.776338993808884
293819.5907,293835.3396,-1.4025176796590755
295550.8324,295550.8324,-1.45512710254921
296012.9804,296023.5412,-1.2313630990361233
296089.0314,296089.0314,-1.2917914386568117
296356.7625,296385.772,-0.7828562690605154
296782.334,296782.334,-1.6079175235349128
296893.9128,296921.8037,-1.4211806476057687
298291.1175,298382.3433,1.7518448258804482
298408.9403,298408.9403,-0.8056618365970758
298528.6343,298548.5944,-0.4549349317817868
298656.8729,298656.8729,-1.7744139342261374
298702.7632,298702.7632,-1.6357277793467602
298915.7515,298915.7515,-1.0429991552910582
299134.4308,299170.6628,1.28165824918201
299272.3804,299272.3804,-1.7576495937437724
299360.6398,299381.5446,-1.3737641902150106
299426.4745,299447.5617,-1.6070453961282516
299647.1334,299647.1334,-1.2682120038929077
299830.9544,299830.9544,-0.9920561086545122
300345.9905,300385.9289,-0.9260981235825928
300454.3333,300467.3266,0.42406081949666297
301129.9983,301129.9983,-1.0545729534788557
301221.861,301221.861,-1.5543507002340498
301690.75,301690.75,-1.72219412852625
302098.3383,302098.3383,-0.206472179084767
302558.5403,302558.5403,-0.9826396383534364
302923.1364,302923.1364,-0.8583807739450822
302967.2916,302967.2916,-1.741521645520368
303776.0065,303776.0065,-1.3172802427072017
303847.1733,303847.1733,-1.6688518266207857
304404.5138,304404.5138,-1.7472589293988672
304797.1172,304797.1172,-1.4942500924981856
304880.5043,304880.5043,-1.2267626533127975
305097.2471,305097.2471,-1.6729130051438506
306527.2983,306539.1905,-1.3126046357089707
306565.7615,306565.7615,-1.8077905087077077
306778.4745,306778.4745,0.024170094366929296
306809.8977,306809.8977,-1.5257790914352003
306900.5,306900.5,-1.9069623806083214
306953.3138,306953.3138,-1.7306036230724164
307074.702,307074.702,-1.5904062182063927
307744.7625,307762.6688,-0.19569509373106808
308129.5362,308129.5362,-1.7205130893122513
309444.5431,309444.5431,-1.7388218006264513
309538.8394,309596.06,-0.8932718059835043
309942.5762,309955.5853,-1.089666589711832
310006.5971,310039.6949,-1.0337633010638254
310272.0961,310283.5238,1.8987046546791442
310304.2338,310352.1707,-0.8654155971944346
310478.6878,310478.6878,-0.8728229700344872
310754.5328,310754.5328,-1.3567813448520756
311011.0759,311053.0926,-1.5687324282429544
311118.7424,311167.6049,-0.06618554003647925
311575.5738,311575.5738,-1.2847636837941756
312208.4744,312208.4744,-0.27357740442351375
312336.4539,312336.4539,-1.7680641702878321
312402.901,312402.901,-1.5564712386820112
312443.8219,312454.4109,0.9589711475337397
313042.1674,313042.1674,-1.114883304460245
314504.798,314504.798,-1.7681237928283187
314977.1446,315048.8415,-0.4655405739993208
315084.3206,315097.5593,-1.0138632476060003
315692.7398,315770.4377,-0.8962930305004639
315929.9668,315945.9947,0.2745595618661958
316125.947,316150.4385,0.23355767539239802
316313.8165,316345.7566,-1.376594130171085
316661.7215,316677.0312,-1.0678749950952706
316716.4838,316716.4838,-1.416664113710753
316742.1767,316742.1767,-1.6662450454136846
317231.2493,317231.2493,-1.748070375232602
317662.0074,317662.0074,-1.356446546507823
318328.5353,318328.5353,-1.168518430064402
318583.2996,318583.2996,-1.5514226322409685
319825.8017,319825.8017,-1.9065056951246298
319934.4901,319934.4901,-1.6871072189226233
320056.763,320056.763,-0.8747840155268776
320284.2429,320421.0174,0.6972297459567849
320461.9221,320473.8261,0.5375689854232611
320626.9323,320682.0906,1.2126288011900823
320715.453,320740.5134,-0.7450018315082672
320771.2057,320771.2057,-0.8143986683928859
320828.4693,320869.8916,-0.5099697462193893
320934.2372,320956.0174,-0.9863874504499974
321020.4458,321034.3908,-0.9606111744340999
321238.0708,321250.686,0.12885677958644703
321293.3785,321293.3785,-0.9516319500860033
321449.3455,321449.3455,-0.6771164528464113
321571.8983,321571.8983,-1.5971955507260573
322292.0621,322292.0621,-1.115601244035088
322383.7194,322383.7194,-1.8655280855702383
322848.5355,322861.8697,-0.49212463212428603
323004.9381,323004.9381,-1.3787710862851017
323165.0217,323165.0217,-1.0351803551936478
324440.4423,324477.1314,-1.2424514404516853
324580.2563,324580.2563,-0.9409882571309579
324746.7298,324759.7126,-0.9993947776257809
325242.3188,325257.7584,-1.4493334807959894
326111.2109,326111.2109,-1.0533460123544107
326562.7936,326586.0248,-0.6652936402484877
326783.8489,326783.8489,-1.0176655134811696
326992.5563,326992.5563,-1.024028612623547
327280.7566,327280.7566,-1.09510613670036
327544.713,327544.713,-1.3908098244200189
328313.6518,328313.6518,-1.8531867245943645
329464.7902,329464.7902,-1.917871879471761
329657.4571,329657.4571,-1.0279246326830753
329787.2228,329787.2228,-1.0501086121798004
329823.243,329846.7457,-1.0255889168141388
330970.6504,330970.6504,-1.131780603675669
331399.1678,331399.1678,-1.2580670423019444
331889.0707,332032.8478,-0.9892500132715649
332733.7975,332762.7857,-1.2240650279303447
333096.0635,333112.6424,-0.9580399704559368
333466.5433,333466.5433,-1.400762565543503
334121.3407,334173.4437,1.2907375302563304
334205.7996,334262.3094,-1.747904514275835
334297.6758,334297.6758,-1.088473995671609
334335.6202,334335.6202,-0.9221183109824149
335850.9957,335850.9957,-1.6032382241317271
336363.5548,336363.5548,-1.6430897040309542
336555.4741,336593.7181,-1.5990067079074852
336644.4054,336644.4054,-1.6415342267556423
336674.7179,336674.7179,-1.2991766405517005
337205.1672,337219.8545,-1.4995998303269436
337255.016,337273.0618,-0.3354154702814194
337689.5234,337689.5234,-1.3034677510247932
338223.0512,338223.0512,-1.549861728754642
338517.1205,338517.1205,-1.9107135080314896
338539.5368,338539.5368,-1.7842100870082698
339015.4445,339015.4445,-1.1948352632801071
340008.8562,340008.8562,-1.6698932867848555
340060.6791,340060.6791,-1.1163550430505862
340274.5777,340274.5777,-1.4341389135880724
340728.1743,340728.1743,-1.8549891580908846
341023.2361,341023.2361,-1.726341092966416
341047.3743,341047.3743,-1.7815712304428186
341295.2724,341295.2724,-1.659505937039531
341553.0962,341553.0962,-1.5204679710395959
341721.1867,341747.3594,1.4037141731318137
341825.9525,341825.9525,-1.824773337892398
341958.711,341958.711,-1.8176355186710191
342262.6909,342262.6909,-1.1457675721997647
342730.2903,342730.2903,-1.04982812647983
343227.5514,343227.5514,-1.8349319591500464
343462.9371,343462.9371,-1.0831835245302854
343559.8036,343559.8036,-1.7610394069683508
343618.4951,343628.7584,-1.4224966207943055
343790.3096,343790.3096,-0.882023027554027
344051.3637,344051.3637,-1.1119568610137043
344749.3009,344749.3009,-1.7123331320369428
345638.0619,345651.1643,-1.7617078586986037
346803.2939,346803.2939,-1.0966629619682822
346912.1066,346912.1066,-1.7920094661891497
347292.4728,347391.2484,0.25582941898837974
347603.8649,347618.2124,-0.9831730660913598
347935.7674,347951.4109,-1.0286020948891044
348503.3515,348522.1442,-1.2348735615906434
349386.5988,349386.5988,-1.6161049313865052
350126.0328,350203.9001,0.9641656275095555
350311.9854,350311.9854,-0.635290957447959
350671.1109,350671.1109,-1.572200697793949
350846.1738,350878.1263,-1.648068286668941
351616.2006,351616.2006,-1.7454471015543414
351667.5622,351667.5622,-1.008700989325399
351763.2971,351763.2971,-1.0528925357927932
352158.7796,352158.7796,-0.11908360100377591
352246.5994,352246.5994,-1.340986355302514
352990.8712,352990.8712,-1.0462308612082118
353023.8738,353023.8738,-1.8898895462869527
353183.5242,353183.5242,-1.638874369821385
353434.8113,353434.8113,-1.78938175171964
353834.5316,353834.5316,-1.3685732114615332
353935.9604,353935.9604,-1.7794803395317496
354321.2088,354321.2088,-1.8079635751681198
354369.6229,354385.7028,-1.308783373559011
354425.1226,354437.3685,-0.5270392647665354
354489.6987,354521.3131,1.1695724679773665
354660.8658,354675.795,-0.9227481814948659
354718.4342,354718.4342,-1.6305777893254718
355016.3796,355016.3796,-1.6078944426078992
355328.1138,355328.1138,-1.195194301984542
355787.5491,355787.5491,-1.25123877970238
356022.5533,356022.5533,-1.6381069499291625
356378.07,356378.07,-1.1522185220828631
356489.3435,356489.3435,-1.1633855594106401
356610.9702,356610.9702,-0.7664412383233232
356988.4953,357010.1466,0.5529924100995651
